subject,trial,condition,block,sound_file,arousal,valence,time_bin_s,pupil_pct_change_sound_pre500to0_bin,pupil_bin_valid_ratio,pupil_bin_valid_ratio_lt50,trial_is_rejected_pupil,pupil_baseline_pre500to0,reverse_latency_main_s,mean_aligned_spv_0to2s,congruent_occupancy_0to2s,reverse_found_main,n_valid_slowphases
sub-1,1,BW,1,4.wav,7,6,2.05,4.21332620138068,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,2.15,4.58420590306806,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,2.25,3.82144814562378,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,2.35,2.37376092756438,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,2.45,1.75325265817818,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,2.55,1.82646594847135,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,2.65,1.70879732507713,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,2.75,1.15934346834108,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,2.85,0.0407464963238269,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,2.95,-1.23877240734423,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,3.05,-1.57141987089835,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,3.15,-1.28326885882595,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,3.25,-1.18081607230458,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,3.35,-1.39479112291688,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,3.45,-1.73505708456728,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,3.55,-1.64472654479107,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,3.65,-1.43355531386718,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,3.75,-1.27664992094451,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,3.85,-0.72357177980861,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,3.95,-0.0232722545495967,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,4.05,0.421838853279964,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,4.15,1.02918582634963,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,4.25,1.84954441880162,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,4.35,2.49619756903996,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,4.45,2.43156028580718,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,4.55,1.68378237234621,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,4.65,0.992976663547007,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,4.75,1.17188554901571,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,4.85,2.061099162554,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
sub-1,1,BW,1,4.wav,7,6,4.95,3.31484696098138,1,0,0,31.0574770264817,1.218,2.28760643934161,0.318681318681319,1,6
